Unnamed: 0,timestamp,value,rolling_mean
91,2019-10-13,6,6.333333333333333
92,2019-10-14,8,6.5
93,2019-10-15,8,6.666666666666667
94,2019-10-16,8,6.75
95,2019-10-17,6,6.75
96,2019-10-18,7,6.75
97,2019-10-19,6,6.666666666666667
98,2019-10-20,6,6.666666666666667
99,2019-10-21,8,6.833333333333333
100,2019-10-22,6,6.75
101,2019-10-23,7,6.833333333333333
102,2019-10-24,7,6.916666666666667
103,2019-10-25,8,7.083333333333333
104,2019-10-26,7,7.0
105,2019-10-27,8,7.0
106,2019-10-28,7,6.916666666666667
107,2019-10-29,7,7.0
108,2019-10-30,8,7.083333333333333
109,2019-10-31,8,7.25
110,2019-11-01,7,7.333333333333333
111,2019-11-02,8,7.333333333333333
112,2019-11-03,7,7.416666666666667
113,2019-11-04,7,7.416666666666667
114,2019-11-05,7,7.416666666666667
115,2019-11-06,7,7.333333333333333
116,2019-11-07,8,7.416666666666667
117,2019-11-08,7,7.333333333333333
118,2019-11-09,7,7.333333333333333
119,2019-11-10,8,7.416666666666667
120,2019-11-11,7,7.333333333333333
121,2019-11-12,7,7.25
122,2019-11-13,7,7.25
123,2019-11-14,8,7.25
124,2019-11-15,7,7.25
125,2019-11-16,8,7.333333333333333
126,2019-11-17,7,7.333333333333333
127,2019-11-18,8,7.416666666666667
128,2019-11-19,8,7.416666666666667
129,2019-11-20,8,7.5
130,2019-11-21,7,7.5
131,2019-11-22,7,7.416666666666667
132,2019-11-23,8,7.5
133,2019-11-24,8,7.583333333333333
134,2019-11-25,8,7.666666666666667
135,2019-11-26,7,7.583333333333333
136,2019-11-27,8,7.666666666666667
137,2019-11-28,8,7.666666666666667
138,2019-11-29,7,7.666666666666667
139,2019-11-30,7,7.583333333333333
140,2019-12-01,7,7.5
141,2019-12-02,8,7.5
142,2019-12-03,7,7.5
143,2019-12-04,8,7.583333333333333
144,2019-12-05,7,7.5
145,2019-12-06,8,7.5
146,2019-12-07,7,7.416666666666667
147,2019-12-08,7,7.416666666666667
148,2019-12-09,7,7.333333333333333
149,2019-12-10,7,7.25
150,2019-12-11,8,7.333333333333333
151,2019-12-12,8,7.416666666666667
152,2019-12-13,8,7.5
153,2019-12-14,8,7.5
154,2019-12-15,7,7.5
155,2019-12-16,8,7.5
156,2019-12-17,7,7.5
157,2019-12-18,8,7.5
158,2019-12-19,7,7.5
159,2019-12-20,8,7.583333333333333
160,2019-12-21,7,7.583333333333333
161,2019-12-22,7,7.583333333333333
162,2019-12-23,8,7.583333333333333
163,2019-12-24,7,7.5
164,2019-12-25,7,7.416666666666667
165,2019-12-26,7,7.333333333333333
166,2019-12-27,7,7.333333333333333
167,2019-12-28,8,7.333333333333333
168,2019-12-29,8,7.416666666666667
169,2019-12-30,8,7.416666666666667
170,2019-12-31,7,7.416666666666667
171,2020-01-01,8,7.416666666666667
172,2020-01-02,8,7.5
173,2020-01-03,8,7.583333333333333
174,2020-01-04,8,7.583333333333333
175,2020-01-05,7,7.583333333333333
176,2020-01-06,8,7.666666666666667
177,2020-01-07,7,7.666666666666667
178,2020-01-08,7,7.666666666666667
179,2020-01-09,7,7.583333333333333
180,2020-01-10,8,7.583333333333333
181,2020-01-11,7,7.5
182,2020-01-12,7,7.5
183,2020-01-13,7,7.416666666666667
184,2020-01-14,7,7.333333333333333
185,2020-01-15,8,7.333333333333333
186,2020-01-16,7,7.25
187,2020-01-17,7,7.25
188,2020-01-18,7,7.166666666666667
189,2020-01-19,8,7.25
190,2020-01-20,7,7.25
191,2020-01-21,7,7.25
192,2020-01-22,7,7.166666666666667
193,2020-01-23,7,7.166666666666667
194,2020-01-24,7,7.166666666666667
195,2020-01-25,7,7.166666666666667
196,2020-01-26,7,7.166666666666667
197,2020-01-27,7,7.083333333333333
198,2020-01-28,8,7.166666666666667
199,2020-01-29,7,7.166666666666667
200,2020-01-30,8,7.25
201,2020-01-31,8,7.25
202,2020-02-01,8,7.333333333333333
203,2020-02-02,8,7.416666666666667
204,2020-02-03,7,7.416666666666667
205,2020-02-04,7,7.416666666666667
206,2020-02-05,7,7.416666666666667
207,2020-02-06,8,7.5
208,2020-02-07,8,7.583333333333333
209,2020-02-08,7,7.583333333333333
210,2020-02-09,8,7.583333333333333
211,2020-02-10,7,7.583333333333333
212,2020-02-11,7,7.5
213,2020-02-12,7,7.416666666666667
214,2020-02-13,8,7.416666666666667
215,2020-02-14,7,7.333333333333333
216,2020-02-15,7,7.333333333333333
217,2020-02-16,8,7.416666666666667
218,2020-02-17,7,7.416666666666667
219,2020-02-18,8,7.416666666666667
220,2020-02-19,8,7.416666666666667
221,2020-02-20,8,7.5
222,2020-02-21,7,7.416666666666667
223,2020-02-22,7,7.416666666666667
224,2020-02-23,7,7.416666666666667
225,2020-02-24,7,7.416666666666667
226,2020-02-25,7,7.333333333333333
227,2020-02-26,8,7.416666666666667
228,2020-02-27,7,7.416666666666667
229,2020-02-28,7,7.333333333333333
230,2020-02-29,7,7.333333333333333
231,2020-03-01,8,7.333333333333333
232,2020-03-02,8,7.333333333333333
233,2020-03-03,8,7.333333333333333
234,2020-03-04,8,7.416666666666667
235,2020-03-05,8,7.5
236,2020-03-06,7,7.5
237,2020-03-07,7,7.5
238,2020-03-08,7,7.5
239,2020-03-09,7,7.416666666666667
240,2020-03-10,8,7.5
241,2020-03-11,7,7.5
242,2020-03-12,7,7.5
243,2020-03-13,7,7.416666666666667
244,2020-03-14,7,7.333333333333333
245,2020-03-15,7,7.25
246,2020-03-16,7,7.166666666666667
247,2020-03-17,8,7.166666666666667
248,2020-03-18,8,7.25
249,2020-03-19,7,7.25
250,2020-03-20,7,7.25
251,2020-03-21,7,7.25
252,2020-03-22,7,7.166666666666667
253,2020-03-23,7,7.166666666666667
254,2020-03-24,7,7.166666666666667
255,2020-03-25,7,7.166666666666667
256,2020-03-26,7,7.166666666666667
257,2020-03-27,7,7.166666666666667
258,2020-03-28,8,7.25
259,2020-03-29,7,7.166666666666667
260,2020-03-30,7,7.083333333333333
261,2020-03-31,7,7.083333333333333
262,2020-04-01,8,7.166666666666667
263,2020-04-02,7,7.166666666666667
264,2020-04-03,7,7.166666666666667
265,2020-04-04,8,7.25
266,2020-04-05,8,7.333333333333333
267,2020-04-06,8,7.416666666666667
268,2020-04-07,8,7.5
269,2020-04-08,7,7.5
270,2020-04-09,7,7.416666666666667
271,2020-04-10,7,7.416666666666667
272,2020-04-11,7,7.416666666666667
273,2020-04-12,7,7.416666666666667
274,2020-04-13,7,7.333333333333333
275,2020-04-14,7,7.333333333333333
276,2020-04-15,7,7.333333333333333
277,2020-04-16,7,7.25
278,2020-04-17,7,7.166666666666667
279,2020-04-18,7,7.083333333333333
280,2020-04-19,7,7.0
281,2020-04-20,7,7.0
282,2020-04-21,7,7.0
283,2020-04-22,7,7.0
284,2020-04-23,7,7.0
285,2020-04-24,8,7.083333333333333
286,2020-04-25,7,7.083333333333333
287,2020-04-26,7,7.083333333333333
288,2020-04-27,7,7.083333333333333
289,2020-04-28,7,7.083333333333333
290,2020-04-29,7,7.083333333333333
291,2020-04-30,7,7.083333333333333
292,2020-05-01,7,7.083333333333333
293,2020-05-02,7,7.083333333333333
294,2020-05-03,7,7.083333333333333
295,2020-05-04,7,7.083333333333333
296,2020-05-05,7,7.083333333333333
297,2020-05-06,7,7.0
298,2020-05-07,7,7.0
299,2020-05-08,7,7.0
300,2020-05-09,7,7.0
301,2020-05-10,7,7.0
302,2020-05-11,8,7.083333333333333
303,2020-05-12,7,7.083333333333333
304,2020-05-13,7,7.083333333333333
305,2020-05-14,7,7.083333333333333
306,2020-05-15,7,7.083333333333333
307,2020-05-16,8,7.166666666666667
308,2020-05-17,7,7.166666666666667
309,2020-05-18,7,7.166666666666667
310,2020-05-19,7,7.166666666666667
311,2020-05-20,7,7.166666666666667
312,2020-05-21,7,7.166666666666667
313,2020-05-22,8,7.25
314,2020-05-23,8,7.25
315,2020-05-24,7,7.25
316,2020-05-25,7,7.25
317,2020-05-26,7,7.25
318,2020-05-27,7,7.25
319,2020-05-28,7,7.166666666666667
320,2020-05-29,7,7.166666666666667
321,2020-05-30,7,7.166666666666667
322,2020-05-31,7,7.166666666666667
323,2020-06-01,7,7.166666666666667
324,2020-06-02,7,7.166666666666667
325,2020-06-03,8,7.166666666666667
326,2020-06-04,7,7.083333333333333
327,2020-06-05,7,7.083333333333333
328,2020-06-06,7,7.083333333333333
329,2020-06-07,7,7.083333333333333
330,2020-06-08,7,7.083333333333333
331,2020-06-09,7,7.083333333333333
332,2020-06-10,7,7.083333333333333
333,2020-06-11,7,7.083333333333333
334,2020-06-12,7,7.083333333333333
335,2020-06-13,7,7.083333333333333
336,2020-06-14,7,7.083333333333333
337,2020-06-15,7,7.0
338,2020-06-16,7,7.0
339,2020-06-17,7,7.0
340,2020-06-18,7,7.0
341,2020-06-19,7,7.0
342,2020-06-20,7,7.0
343,2020-06-21,7,7.0
344,2020-06-22,7,7.0
345,2020-06-23,7,7.0
346,2020-06-24,8,7.083333333333333
347,2020-06-25,7,7.083333333333333
348,2020-06-26,7,7.083333333333333
349,2020-06-27,8,7.166666666666667
350,2020-06-28,7,7.166666666666667
351,2020-06-29,7,7.166666666666667
352,2020-06-30,8,7.25
353,2020-07-01,7,7.25
354,2020-07-02,7,7.25
355,2020-07-03,8,7.333333333333333
356,2020-07-04,7,7.333333333333333
357,2020-07-05,7,7.333333333333333
358,2020-07-06,7,7.25
359,2020-07-07,7,7.25
360,2020-07-08,7,7.25
361,2020-07-09,7,7.166666666666667
362,2020-07-10,7,7.166666666666667
363,2020-07-11,7,7.166666666666667
364,2020-07-12,7,7.083333333333333
365,2020-07-13,7,7.083333333333333
366,2020-07-14,7,7.083333333333333
367,2020-07-15,7,7.0
368,2020-07-16,7,7.0
369,2020-07-17,7,7.0
370,2020-07-18,7,7.0
371,2020-07-19,7,7.0
372,2020-07-20,7,7.0
373,2020-07-21,7,7.0
374,2020-07-22,7,7.0
375,2020-07-23,7,7.0
376,2020-07-24,7,7.0
377,2020-07-25,7,7.0
378,2020-07-26,7,7.0
379,2020-07-27,7,7.0
380,2020-07-28,7,7.0
381,2020-07-29,7,7.0
382,2020-07-30,7,7.0
383,2020-07-31,7,7.0
384,2020-08-01,7,7.0
385,2020-08-02,8,7.083333333333333
386,2020-08-03,7,7.083333333333333
387,2020-08-04,7,7.083333333333333
388,2020-08-05,7,7.083333333333333
389,2020-08-06,7,7.083333333333333
390,2020-08-07,7,7.083333333333333
391,2020-08-08,8,7.166666666666667
392,2020-08-09,7,7.166666666666667
393,2020-08-10,7,7.166666666666667
394,2020-08-11,8,7.25
395,2020-08-12,7,7.25
396,2020-08-13,7,7.25
397,2020-08-14,7,7.166666666666667
398,2020-08-15,7,7.166666666666667
399,2020-08-16,8,7.25
400,2020-08-17,7,7.25
401,2020-08-18,7,7.25
402,2020-08-19,7,7.25
403,2020-08-20,8,7.25
404,2020-08-21,8,7.333333333333333
405,2020-08-22,7,7.333333333333333
406,2020-08-23,8,7.333333333333333
407,2020-08-24,8,7.416666666666667
408,2020-08-25,8,7.5
409,2020-08-26,7,7.5
410,2020-08-27,7,7.5
411,2020-08-28,8,7.5
412,2020-08-29,7,7.5
413,2020-08-30,7,7.5
414,2020-08-31,7,7.5
415,2020-09-01,7,7.416666666666667
416,2020-09-02,7,7.333333333333333
417,2020-09-03,7,7.333333333333333
418,2020-09-04,7,7.25
419,2020-09-05,7,7.166666666666667
420,2020-09-06,8,7.166666666666667
421,2020-09-07,8,7.25
422,2020-09-08,7,7.25
423,2020-09-09,7,7.166666666666667
424,2020-09-10,7,7.166666666666667
425,2020-09-11,7,7.166666666666667
426,2020-09-12,7,7.166666666666667
427,2020-09-13,7,7.166666666666667
428,2020-09-14,7,7.166666666666667
429,2020-09-15,7,7.166666666666667
430,2020-09-16,7,7.166666666666667
431,2020-09-17,7,7.166666666666667
432,2020-09-18,7,7.083333333333333
433,2020-09-19,8,7.083333333333333
434,2020-09-20,7,7.083333333333333
435,2020-09-21,7,7.083333333333333
436,2020-09-22,7,7.083333333333333
437,2020-09-23,7,7.083333333333333
438,2020-09-24,7,7.083333333333333
439,2020-09-25,7,7.083333333333333
440,2020-09-26,7,7.083333333333333
441,2020-09-27,8,7.166666666666667
442,2020-09-28,7,7.166666666666667
443,2020-09-29,7,7.166666666666667
444,2020-09-30,7,7.166666666666667
445,2020-10-01,7,7.083333333333333
446,2020-10-02,7,7.083333333333333
447,2020-10-03,7,7.083333333333333
448,2020-10-04,8,7.166666666666667
449,2020-10-05,7,7.166666666666667
450,2020-10-06,7,7.166666666666667
451,2020-10-07,7,7.166666666666667
452,2020-10-08,7,7.166666666666667
453,2020-10-09,7,7.083333333333333
454,2020-10-10,7,7.083333333333333
455,2020-10-11,7,7.083333333333333
456,2020-10-12,7,7.083333333333333
457,2020-10-13,7,7.083333333333333
458,2020-10-14,7,7.083333333333333
459,2020-10-15,8,7.166666666666667
460,2020-10-16,7,7.083333333333333
461,2020-10-17,7,7.083333333333333
462,2020-10-18,7,7.083333333333333
463,2020-10-19,7,7.083333333333333
464,2020-10-20,7,7.083333333333333
465,2020-10-21,7,7.083333333333333
466,2020-10-22,7,7.083333333333333
467,2020-10-23,7,7.083333333333333
468,2020-10-24,7,7.083333333333333
469,2020-10-25,7,7.083333333333333
470,2020-10-26,7,7.083333333333333
471,2020-10-27,7,7.0
472,2020-10-28,7,7.0
473,2020-10-29,7,7.0
474,2020-10-30,8,7.083333333333333
475,2020-10-31,7,7.083333333333333
476,2020-11-01,7,7.083333333333333
477,2020-11-02,7,7.083333333333333
478,2020-11-03,7,7.083333333333333
479,2020-11-04,8,7.166666666666667
480,2020-11-05,7,7.166666666666667
481,2020-11-06,7,7.166666666666667
482,2020-11-07,7,7.166666666666667
483,2020-11-08,8,7.25
484,2020-11-09,7,7.25
485,2020-11-10,8,7.333333333333333
486,2020-11-11,7,7.25
487,2020-11-12,7,7.25
488,2020-11-13,7,7.25
489,2020-11-14,7,7.25
490,2020-11-15,7,7.25
491,2020-11-16,7,7.166666666666667
492,2020-11-17,7,7.166666666666667
493,2020-11-18,7,7.166666666666667
494,2020-11-19,7,7.166666666666667
495,2020-11-20,7,7.083333333333333
496,2020-11-21,7,7.083333333333333
497,2020-11-22,7,7.0
498,2020-11-23,7,7.0
499,2020-11-24,7,7.0
500,2020-11-25,7,7.0
501,2020-11-26,7,7.0
502,2020-11-27,7,7.0
503,2020-11-28,8,7.083333333333333
504,2020-11-29,7,7.083333333333333
505,2020-11-30,7,7.083333333333333
506,2020-12-01,7,7.083333333333333
507,2020-12-02,7,7.083333333333333
508,2020-12-03,7,7.083333333333333
509,2020-12-04,7,7.083333333333333
510,2020-12-05,7,7.083333333333333
511,2020-12-06,8,7.166666666666667
512,2020-12-07,7,7.166666666666667
513,2020-12-08,8,7.25
514,2020-12-09,7,7.25
515,2020-12-10,7,7.166666666666667
516,2020-12-11,7,7.166666666666667
517,2020-12-12,7,7.166666666666667
518,2020-12-13,7,7.166666666666667
519,2020-12-14,7,7.166666666666667
520,2020-12-15,7,7.166666666666667
521,2020-12-16,8,7.25
522,2020-12-17,7,7.25
523,2020-12-18,7,7.166666666666667
524,2020-12-19,7,7.166666666666667
525,2020-12-20,7,7.083333333333333
526,2020-12-21,8,7.166666666666667
527,2020-12-22,7,7.166666666666667
528,2020-12-23,7,7.166666666666667
529,2020-12-24,7,7.166666666666667
530,2020-12-25,7,7.166666666666667
531,2020-12-26,7,7.166666666666667
532,2020-12-27,7,7.166666666666667
533,2020-12-28,7,7.083333333333333
534,2020-12-29,7,7.083333333333333
535,2020-12-30,8,7.166666666666667
536,2020-12-31,8,7.25
537,2021-01-01,7,7.25
538,2021-01-02,7,7.166666666666667
539,2021-01-03,7,7.166666666666667
540,2021-01-04,7,7.166666666666667
541,2021-01-05,7,7.166666666666667
542,2021-01-06,7,7.166666666666667
543,2021-01-07,7,7.166666666666667
544,2021-01-08,7,7.166666666666667
545,2021-01-09,8,7.25
546,2021-01-10,8,7.333333333333333
547,2021-01-11,7,7.25
548,2021-01-12,7,7.166666666666667
549,2021-01-13,7,7.166666666666667
550,2021-01-14,8,7.25
551,2021-01-15,7,7.25
552,2021-01-16,7,7.25
553,2021-01-17,7,7.25
554,2021-01-18,7,7.25
555,2021-01-19,7,7.25
556,2021-01-20,7,7.25
557,2021-01-21,8,7.25
558,2021-01-22,8,7.25
559,2021-01-23,7,7.25
560,2021-01-24,7,7.25
561,2021-01-25,7,7.25
562,2021-01-26,7,7.166666666666667
563,2021-01-27,7,7.166666666666667
564,2021-01-28,7,7.166666666666667
565,2021-01-29,7,7.166666666666667
566,2021-01-30,7,7.166666666666667
567,2021-01-31,8,7.25
568,2021-02-01,7,7.25
569,2021-02-02,8,7.25
570,2021-02-03,7,7.166666666666667
571,2021-02-04,7,7.166666666666667
572,2021-02-05,7,7.166666666666667
573,2021-02-06,8,7.25
574,2021-02-07,7,7.25
575,2021-02-08,7,7.25
576,2021-02-09,7,7.25
577,2021-02-10,7,7.25
578,2021-02-11,8,7.333333333333333
579,2021-02-12,8,7.333333333333333
580,2021-02-13,7,7.333333333333333
581,2021-02-14,7,7.25
582,2021-02-15,8,7.333333333333333
583,2021-02-16,7,7.333333333333333
584,2021-02-17,7,7.333333333333333
585,2021-02-18,6,7.166666666666667
586,2021-02-19,7,7.166666666666667
587,2021-02-20,7,7.166666666666667
588,2021-02-21,6,7.083333333333333
589,2021-02-22,6,7.0
590,2021-02-23,7,6.916666666666667
591,2021-02-24,8,6.916666666666667
592,2021-02-25,8,7.0
593,2021-02-26,7,7.0
594,2021-02-27,7,6.916666666666667
595,2021-02-28,7,6.916666666666667
596,2021-03-01,8,7.0
597,2021-03-02,6,7.0
598,2021-03-03,8,7.083333333333333
599,2021-03-04,7,7.083333333333333
600,2021-03-05,7,7.166666666666667
601,2021-03-06,7,7.25
602,2021-03-07,7,7.25
603,2021-03-08,7,7.166666666666667
604,2021-03-09,8,7.166666666666667
605,2021-03-10,8,7.25
606,2021-03-11,7,7.25
607,2021-03-12,7,7.25
608,2021-03-13,7,7.166666666666667
609,2021-03-14,8,7.333333333333333
610,2021-03-15,8,7.333333333333333
611,2021-03-16,6,7.25
612,2021-03-17,7,7.25
613,2021-03-18,7,7.25
614,2021-03-19,7,7.25
615,2021-03-20,8,7.333333333333333
616,2021-03-21,6,7.166666666666667
617,2021-03-22,6,7.0
618,2021-03-23,6,6.916666666666667
619,2021-03-24,8,7.0
620,2021-03-25,6,6.916666666666667
621,2021-03-26,7,6.833333333333333
622,2021-03-27,7,6.75
623,2021-03-28,6,6.75
624,2021-03-29,8,6.833333333333333
625,2021-03-30,8,6.916666666666667
626,2021-03-31,6,6.833333333333333
627,2021-04-01,6,6.666666666666667
628,2021-04-02,6,6.666666666666667
629,2021-04-03,7,6.75
630,2021-04-04,6,6.75
631,2021-04-05,7,6.666666666666667
632,2021-04-06,7,6.75
633,2021-04-07,7,6.75
634,2021-04-08,7,6.75
635,2021-04-09,7,6.833333333333333
636,2021-04-10,7,6.75
637,2021-04-11,7,6.666666666666667
638,2021-04-12,7,6.75
639,2021-04-13,7,6.833333333333333
640,2021-04-14,7,6.916666666666667
641,2021-04-15,7,6.916666666666667
642,2021-04-16,7,7.0
643,2021-04-17,7,7.0
644,2021-04-18,8,7.083333333333333
645,2021-04-19,7,7.083333333333333
646,2021-04-20,8,7.166666666666667
647,2021-04-21,7,7.166666666666667
648,2021-04-22,8,7.25
649,2021-04-23,7,7.25
650,2021-04-24,7,7.25
651,2021-04-25,7,7.25
652,2021-04-26,7,7.25
653,2021-04-27,8,7.333333333333333
654,2021-04-28,8,7.416666666666667
655,2021-04-29,7,7.416666666666667
656,2021-04-30,7,7.333333333333333
657,2021-05-01,7,7.333333333333333
658,2021-05-02,7,7.25
659,2021-05-03,7,7.25
660,2021-05-04,7,7.166666666666667
661,2021-05-05,7,7.166666666666667
662,2021-05-06,7,7.166666666666667
663,2021-05-07,8,7.25
664,2021-05-08,7,7.25
665,2021-05-09,7,7.166666666666667
666,2021-05-10,7,7.083333333333333
667,2021-05-11,7,7.083333333333333
668,2021-05-12,7,7.083333333333333
669,2021-05-13,8,7.166666666666667
670,2021-05-14,7,7.166666666666667
671,2021-05-15,7,7.166666666666667
672,2021-05-16,7,7.166666666666667
673,2021-05-17,7,7.166666666666667
674,2021-05-18,7,7.166666666666667
675,2021-05-19,7,7.083333333333333
676,2021-05-20,8,7.166666666666667
677,2021-05-21,7,7.166666666666667
678,2021-05-22,7,7.166666666666667
679,2021-05-23,7,7.166666666666667
680,2021-05-24,7,7.166666666666667
681,2021-05-25,8,7.166666666666667
682,2021-05-26,7,7.166666666666667
683,2021-05-27,8,7.25
684,2021-05-28,7,7.25
685,2021-05-29,7,7.25
686,2021-05-30,7,7.25
687,2021-05-31,7,7.25
688,2021-06-01,7,7.166666666666667
689,2021-06-02,7,7.166666666666667
690,2021-06-03,7,7.166666666666667
691,2021-06-04,7,7.166666666666667
692,2021-06-05,7,7.166666666666667
693,2021-06-06,7,7.083333333333333
694,2021-06-07,7,7.083333333333333
695,2021-06-08,7,7.0
696,2021-06-09,7,7.0
697,2021-06-10,7,7.0
698,2021-06-11,7,7.0
699,2021-06-12,7,7.0
700,2021-06-13,7,7.0
701,2021-06-14,7,7.0
702,2021-06-15,7,7.0
703,2021-06-16,7,7.0
704,2021-06-17,7,7.0
705,2021-06-18,7,7.0
706,2021-06-19,7,7.0
707,2021-06-20,8,7.083333333333333
708,2021-06-21,7,7.083333333333333
709,2021-06-22,7,7.083333333333333
710,2021-06-23,7,7.083333333333333
711,2021-06-24,7,7.083333333333333
712,2021-06-25,7,7.083333333333333
713,2021-06-26,7,7.083333333333333
714,2021-06-27,7,7.083333333333333
715,2021-06-28,8,7.166666666666667
716,2021-06-29,7,7.166666666666667
717,2021-06-30,7,7.166666666666667
718,2021-07-01,8,7.25
719,2021-07-02,7,7.166666666666667
720,2021-07-03,7,7.166666666666667
721,2021-07-04,7,7.166666666666667
722,2021-07-05,7,7.166666666666667
723,2021-07-06,7,7.166666666666667
724,2021-07-07,7,7.166666666666667
725,2021-07-08,7,7.166666666666667
726,2021-07-09,7,7.166666666666667
727,2021-07-10,7,7.083333333333333
728,2021-07-11,7,7.083333333333333
729,2021-07-12,7,7.083333333333333
730,2021-07-13,7,7.0
731,2021-07-14,7,7.0
732,2021-07-15,7,7.0
733,2021-07-16,7,7.0
734,2021-07-17,7,7.0
735,2021-07-18,7,7.0
736,2021-07-19,8,7.083333333333333
737,2021-07-20,6,7.0
738,2021-07-21,7,7.0
739,2021-07-22,7,7.0
740,2021-07-23,7,7.0
741,2021-07-24,7,7.0
742,2021-07-25,7,7.0
743,2021-07-26,8,7.083333333333333
744,2021-07-27,7,7.083333333333333
